"","pathway"
"2736","C2CP - Wp Nephrotic Syndrome"
"2737","C2CP - Wp Netrinunc5b Signaling Pathway"
"2738","C2CP - Wp Network Map of Sarscov2 Signaling Pathway"
"2739","C2CP - Wp Neural Crest Cell Migration During Development"
"2740","C2CP - Wp Neural Crest Cell Migration in Cancer"
"2741","C2CP - Wp Neural Crest Differentiation"
"2742","C2CP - Wp Neurodegeneration with Brain Iron Accumulation Nbia Subtypes Pathway"
"2743","C2CP - Wp Neuroinflammation"
"2744","C2CP - Wp Neuroinflammation and Glutamatergic Signaling"
"2745","C2CP - Wp Nicotine Effect on Dopaminergic Neurons"
"2746","C2CP - Wp Nicotine Metabolism in Liver Cells"
"2747","C2CP - Wp Nipbl Role in DNA Damage Cornelia De Lange Syndrome"
"2748","C2CP - Wp Nitric Oxide Metabolism in Cystic Fibrosis"
"2749","C2CP - Wp Nocgmppkg Mediated Neuroprotection"
"2750","C2CP - Wp Nodlike Receptor Nlr Signaling Pathway"
"2751","C2CP - Wp Nonalcoholic Fatty Liver Disease"
"2752","C2CP - Wp Nonclassical Role of Vitamin D"
"2753","C2CP - Wp Nongenomic Actions of 125 Dihydroxyvitamin D3"
"2754","C2CP - Wp Nonhomologous End Joining"
"2755","C2CP - Wp Nonsmall Cell Lung Cancer"
"2756","C2CP - Wp Notch Signaling"
"2757","C2CP - Wp Notch Signaling Pathway"
"2758","C2CP - Wp Notch1 Regulation of Endothelial Cell Calcification"
"2759","C2CP - Wp Novel Intracellular Components of Rigilike Receptor Rlr Pathway"
"2760","C2CP - Wp Nrf2 Pathway"
"2761","C2CP - Wp Nrf2are Regulation"
"2762","C2CP - Wp Nrp1triggered Signaling Pathways in Pancreatic Cancer"
"2763","C2CP - Wp Nsp1 from Sarscov2 Inhibits Translation Initiation in the Host Cell"
"2764","C2CP - Wp Nuclear Receptors"
"2765","C2CP - Wp Nuclear Receptors in Lipid Metabolism and Toxicity"
"2766","C2CP - Wp Nuclear Receptors Metapathway"
"2767","C2CP - Wp Nucleotide Excision Repair"
"2768","C2CP - Wp Nucleotide Excision Repair in Xeroderma Pigmentosum"
"2769","C2CP - Wp Nucleotide Gpcrs"
"2770","C2CP - Wp Nucleotide Metabolism"
"2771","C2CP - Wp Nucleotidebinding Oligomerization Domain Nod Pathway"
"2772","C2CP - Wp Oligodendrocyte Specification and Differentiation Leading to Myelin Components for Cns"
"2773","C2CP - Wp Omega3 Omega6 Fatty Acid Synthesis"
"2774","C2CP - Wp Omega9 Fatty Acid Synthesis"
"2775","C2CP - Wp Oncostatin M Signaling Pathway"
"2776","C2CP - Wp Onecarbon Metabolism"
"2777","C2CP - Wp Onecarbon Metabolism and Related Pathways"
"2778","C2CP - Wp Orexin Receptor Pathway"
"2779","C2CP - Wp Osteoblast Differentiation and Related Diseases"
"2780","C2CP - Wp Osteoblast Signaling"
"2781","C2CP - Wp Osteoclast Signaling"
"2782","C2CP - Wp Osteopontin Signaling"
"2783","C2CP - Wp Osx and MiRNAs in Tooth Development"
"2784","C2CP - Wp Ovarian Infertility"
"2785","C2CP - Wp Overlap Between Signal Transduction Pathways Contributing to Lmna Laminopathies"
"2786","C2CP - Wp Overview of Interferonsmediated Signaling Pathway"
"2787","C2CP - Wp Overview of Nanoparticle Effects"
"2788","C2CP - Wp Overview of Proinflammatory and Profibrotic Mediators"
"2789","C2CP - Wp Oxidation by Cytochrome P450"
"2790","C2CP - Wp Oxidative Damage Response"
"2791","C2CP - Wp Oxidative Phosphorylation"
"2792","C2CP - Wp Oxidative Stress Response"
"2793","C2CP - Wp Oxysterols Derived from Cholesterol"
"2794","C2CP - Wp P38 MAPK Signaling Pathway"
"2795","C2CP - Wp P53 Transcriptional Gene Network"
"2796","C2CP - Wp Pancreatic Adenocarcinoma Pathway"
"2797","C2CP - Wp Parkinsons Disease Pathway"
"2798","C2CP - Wp Parkinubiquitin Proteasomal System Pathway"
"2799","C2CP - Wp Pathogenesis of Sarscov2 Mediated by Nsp9nsp10 Complex"
"2800","C2CP - Wp Pathogenic Escherichia Coli Infection"
"2801","C2CP - Wp Pathways Affected in Adenoid Cystic Carcinoma"
"2802","C2CP - Wp Pathways of Nucleic Acid Metabolism and Innate Immune Sensing"
"2803","C2CP - Wp Pdgf Pathway"
"2804","C2CP - Wp Pdgfrbeta Pathway"
"2805","C2CP - Wp Pentose Phosphate Metabolism"
"2806","C2CP - Wp Pentose Phosphate Pathway in Senescent Cells"
"2807","C2CP - Wp Peptide Gpcrs"
"2808","C2CP - Wp Peroxiredoxin 2 Induced Ovarian Failure"
"2809","C2CP - Wp Phase I Biotransformations Non P450"
"2810","C2CP - Wp Phosphodiesterases in Neuronal Function"
"2811","C2CP - Wp Phosphoinositides Metabolism"
"2812","C2CP - Wp Photodynamic Therapyinduced Ap1 Survival Signaling"
"2813","C2CP - Wp Photodynamic Therapyinduced Hif1 Survival Signaling"
"2814","C2CP - Wp Photodynamic Therapyinduced Nfe2l2 Nrf2 Survival Signaling"
"2815","C2CP - Wp Photodynamic Therapyinduced NFkB Survival Signaling"
"2816","C2CP - Wp Photodynamic Therapyinduced Unfolded Protein Response"
"2817","C2CP - Wp Physicochemical Features and Toxicityassociated Pathways"
"2818","C2CP - Wp Physiological and Pathological Hypertrophy of the Heart"
"2819","C2CP - Wp PI3Kakt Signaling Pathway"
"2820","C2CP - Wp PI3Kaktmtor Signaling Pathway and Therapeutic Opportunities"
"2821","C2CP - Wp PI3Kaktmtor Vitd3 Signaling"
"2822","C2CP - Wp Pilocytic Astrocytoma"
"2823","C2CP - Wp Pkcgamma Calcium Signaling Pathway in Ataxia"
"2824","C2CP - Wp Plateletmediated Interactions with Vascular and Circulating Cells"
"2825","C2CP - Wp Pluripotent Stem Cell Differentiation Pathway"
"2826","C2CP - Wp Ppar Signaling Pathway"
"2827","C2CP - Wp Pparalpha Pathway"
"2828","C2CP - Wp Praderwilli and Angelman Syndrome"
"2829","C2CP - Wp Pregnane X Receptor Pathway"
"2830","C2CP - Wp Preimplantation Embryo"
"2831","C2CP - Wp Primary Focal Segmental Glomerulosclerosis Fsgs"
"2832","C2CP - Wp Prion Disease Pathway"
"2833","C2CP - Wp Progeriaassociated Lipodystrophy"
"2834","C2CP - Wp Prolactin Signaling Pathway"
"2835","C2CP - Wp Prostaglandin and Leukotriene Metabolism in Senescence"
"2836","C2CP - Wp Prostaglandin Signaling"
"2837","C2CP - Wp Prostaglandin Synthesis and Regulation"
"2838","C2CP - Wp Proteasome Degradation"
"2839","C2CP - Wp Proteoglycan Biosynthesis"
"2840","C2CP - Wp Proximal Tubule Transport"
"2841","C2CP - Wp Ptf1a Related Regulatory Pathway"
"2842","C2CP - Wp Purine Metabolism"
"2843","C2CP - Wp Purine Metabolism and Related Disorders"
"2844","C2CP - Wp Purinergic Signaling"
"2845","C2CP - Wp Pyrimidine Metabolism"
"2846","C2CP - Wp Pyrimidine Metabolism and Related Diseases"
"2847","C2CP - Wp Quercetin and NFkB Ap1 Induced Apoptosis"
"2848","C2CP - Wp Rac1pak1p38mmp2 Pathway"
"2849","C2CP - Wp Rala Downstream Regulated Genes"
"2850","C2CP - Wp Ranklrank Signaling Pathway"
"2851","C2CP - Wp Ras and Bradykinin Pathways in Covid19"
"2852","C2CP - Wp Ras Signaling"
"2853","C2CP - Wp Regucalcin in Proximal Tubule Epithelial Kidney Cells"
"2854","C2CP - Wp Regulation of Actin Cytoskeleton"
"2855","C2CP - Wp Regulation of Apoptosis by Parathyroid Hormonerelated Protein"
"2856","C2CP - Wp Regulation of Sister Chromatid Separation at the Metaphaseanaphase Transition"
"2857","C2CP - Wp Regulation of Wnt Bcatenin Signaling by Small Molecule Compounds"
"2858","C2CP - Wp Regulatory Circuits of the STAT3 Signaling Pathway"
"2859","C2CP - Wp Relationship Between Inflammation Cox2 and Egfr"
"2860","C2CP - Wp Reninangiotensinaldosterone System Raas"
"2861","C2CP - Wp Resistin As A Regulator of Inflammation"
"2862","C2CP - Wp Retinoblastoma Gene in Cancer"
"2863","C2CP - Wp Rett Syndrome Causing Genes"
"2864","C2CP - Wp Riboflavin and Coq Disorders"
"2865","C2CP - Wp Robo4 and VEGF Signaling Pathways Crosstalk"
"2866","C2CP - Wp S1p Receptor Signal Transduction"
"2867","C2CP - Wp Sars Coronavirus and Innate Immunity"
"2868","C2CP - Wp Sarscov2 Altering Angiogenesis via Nrp1"
"2869","C2CP - Wp Sarscov2 and ACE2 Receptor Molecular Mechanisms"
"2870","C2CP - Wp Sarscov2 and Covid19 Pathway"
"2871","C2CP - Wp Sarscov2 B117 Variant Antagonises Innate Immune Activation"
"2872","C2CP - Wp Sarscov2 Innate Immunity Evasion and Cellspecific Immune Response"
"2873","C2CP - Wp Sarscov2 Replication Organelle Formation"
"2874","C2CP - Wp Scfa and Skeletal Muscle Substrate Metabolism"
"2875","C2CP - Wp Secretion of Hydrochloric Acid in Parietal Cells"
"2876","C2CP - Wp Selective Expression of Chemokine Receptors During Tcell Polarization"
"2877","C2CP - Wp Selenium Micronutrient Network"
"2878","C2CP - Wp Serine Metabolism"
"2879","C2CP - Wp Serotonin and Anxiety"
"2880","C2CP - Wp Serotonin and Anxietyrelated Events"
"2881","C2CP - Wp Serotonin Htr1 Group and Fos Pathway"
"2882","C2CP - Wp Serotonin Receptor 2 and Elksrfgata4 Signaling"
"2883","C2CP - Wp Serotonin Receptor 467 and Nr3c Signaling"
"2884","C2CP - Wp Serotonin Transporter Activity"
"2885","C2CP - Wp Signal Transduction through IL1r"
"2886","C2CP - Wp Sleep Regulation"
"2887","C2CP - Wp Small Cell Lung Cancer"
"2888","C2CP - Wp Small Ligand Gpcrs"
"2889","C2CP - Wp Smc1smc3 Role in DNA Damage Cornelia De Lange Syndrome"
"2890","C2CP - Wp Somatic Sex Determination"
"2891","C2CP - Wp Somatroph Axis Gh and Its Relationship to Dietary Restriction and Aging"
"2892","C2CP - Wp Somitogenesis in the Context of Spondylocostal Dysostosis"
"2893","C2CP - Wp Sphingolipid Metabolism in Senescence"
"2894","C2CP - Wp Sphingolipid Metabolism Integrated Pathway"
"2895","C2CP - Wp Sphingolipid Metabolism Overview"
"2896","C2CP - Wp Sphingolipid Pathway"
"2897","C2CP - Wp Spinal Cord Injury"
"2898","C2CP - Wp Splicing Factor Nova Regulated Synaptic Proteins"
"2899","C2CP - Wp Srebf and Mir33 in Cholesterol and Lipid Homeostasis"
"2900","C2CP - Wp Srf and Mirs in Smooth Muscle Differentiation and Proliferation"
"2901","C2CP - Wp Statin Inhibition of Cholesterol Production"
"2902","C2CP - Wp Steroid Biosynthesis"
"2903","C2CP - Wp Sterol Regulatory Elementbinding Proteins Srebp Signaling"
"2904","C2CP - Wp Sting Pathway in Kawasakilike Disease and Covid19"
"2905","C2CP - Wp Striated Muscle Contraction Pathway"
"2906","C2CP - Wp Sudden Infant Death Syndrome Sids Susceptibility Pathways"
"2907","C2CP - Wp Sulfation Biotransformation Reaction"
"2908","C2CP - Wp Sulindac Metabolic Pathway"
"2909","C2CP - Wp Supression of HMGB1 Mediated Inflammation by Thbd"
"2910","C2CP - Wp Synaptic Signaling Pathways Associated with Autism Spectrum Disorder"
"2911","C2CP - Wp Synaptic Vesicle Pathway"
"2912","C2CP - Wp T Cell Receptor and Costimulatory Signaling"
"2913","C2CP - Wp Tamoxifen Metabolism"
"2914","C2CP - Wp Target of Rapamycin Tor Signaling"
"2915","C2CP - Wp Tca Cycle Aka Krebs or Citric Acid Cycle"
"2916","C2CP - Wp Tca Cycle and Deficiency of Pyruvate Dehydrogenase Complex Pdhc"
"2917","C2CP - Wp Tca Cycle in Senescence"
"2918","C2CP - Wp Tca Cycle Nutrient Use and Invasiveness of Ovarian Cancer"
"2919","C2CP - Wp Tcell Activation Sarscov2"
"2920","C2CP - Wp Tcell Antigen Receptor TCR Pathway During Staphylococcus Aureus Infection"
"2921","C2CP - Wp Tcell Receptor TCR Signaling Pathway"
"2922","C2CP - Wp TGFbeta Receptor Signaling"
"2923","C2CP - Wp TGFbeta Receptor Signaling in Skeletal Dysplasias"
"2924","C2CP - Wp TGFbeta Signaling in Thyroid Cells for Epithelialmesenchymal Transition"
"2925","C2CP - Wp TGFbeta Signaling Pathway"
"2926","C2CP - Wp Tgif Disruption of Shh Signaling"
"2927","C2CP - Wp Thermogenesis"
"2928","C2CP - Wp Thiamine Metabolic Pathways"
"2929","C2CP - Wp Thymic Stromal Lymphopoietin Tslp Signaling Pathway"
"2930","C2CP - Wp Thyroid Hormones Production and Peripheral Downstream Signaling Effects"
"2931","C2CP - Wp Thyroid Stimulating Hormone Tsh Signaling Pathway"
"2932","C2CP - Wp Thyroxine Thyroid Hormone Production"
"2933","C2CP - Wp Tlr4 Signaling and Tolerance"
"2934","C2CP - Wp TNFalpha Signaling Pathway"
"2935","C2CP - Wp TNFRelated Weak Inducer of Apoptosis Tweak Signaling Pathway"
"2936","C2CP - Wp Tolllike Receptor Signaling Pathway"
"2937","C2CP - Wp Tolllike Receptor Signaling Related to Myd88"
"2938","C2CP - Wp Tp53 Network"
"2939","C2CP - Wp Transcription Cofactors Ski and Skil Protein Partners"
"2940","C2CP - Wp Transcription Factor Regulation in Adipogenesis"
"2941","C2CP - Wp Transcription Factors Regulate MiRNAs Related to Cardiac Hypertrophy"
"2942","C2CP - Wp Transcriptional Activation by Nrf2 in Response to Phytochemicals"
"2943","C2CP - Wp Transcriptional Cascade Regulating Adipogenesis"
"2944","C2CP - Wp Translation Factors"
"2945","C2CP - Wp Translation Inhibitors in Chronically Activated Pdgfra Cells"
"2946","C2CP - Wp Transsulfuration and Onecarbon Metabolism"
"2947","C2CP - Wp Transsulfuration Pathway"
"2948","C2CP - Wp Triacylglyceride Synthesis"
"2949","C2CP - Wp Tryptophan Catabolism Leading to Nad Production"
"2950","C2CP - Wp Tryptophan Metabolism"
"2951","C2CP - Wp Tumor Suppressor Activity of Smarcb1"
"2952","C2CP - Wp Type 2 Papillary Renal Cell Carcinoma"
"2953","C2CP - Wp Type I Collagen Synthesis in the Context of Osteogenesis Imperfecta"
"2954","C2CP - Wp Type I Interferon Induction and Signaling During Sarscov2 Infection"
"2955","C2CP - Wp Type II Diabetes Mellitus"
"2956","C2CP - Wp Type II Interferon Signaling Ifng"
"2957","C2CP - Wp Type III Interferon Signaling"
"2958","C2CP - Wp Tyrobp Causal Network in Microglia"
"2959","C2CP - Wp Ultraconserved Region 339 Modulation of Tumor Suppressor MicroRNAs in Cancer"
"2960","C2CP - Wp Unfolded Protein Response"
"2961","C2CP - Wp Urea Cycle and Associated Pathways"
"2962","C2CP - Wp Urea Cycle and Metabolism of Amino Groups"
"2963","C2CP - Wp Urea Cycle and Related Diseases"
"2964","C2CP - Wp Valproic Acid Pathway"
"2965","C2CP - Wp Vasopressinregulated Water Reabsorption"
"2966","C2CP - Wp VEGFavegfr2 Signaling Pathway"
"2967","C2CP - Wp Vitamin A and Carotenoid Metabolism"
"2968","C2CP - Wp Vitamin B12 Disorders"
"2969","C2CP - Wp Vitamin B12 Metabolism"
"2970","C2CP - Wp Vitamin B6dependent and Responsive Disorders"
"2971","C2CP - Wp Vitamin D in Inflammatory Diseases"
"2972","C2CP - Wp Vitamin D Metabolism"
"2973","C2CP - Wp Vitamin D Receptor Pathway"
"2974","C2CP - Wp Vitamin Dsensitive Calcium Signaling in Depression"
"2975","C2CP - Wp White Fat Cell Differentiation"
"2976","C2CP - Wp Wnt Signaling"
"2977","C2CP - Wp Wnt Signaling in Kidney Disease"
"2978","C2CP - Wp Wnt Signaling Pathway"
"2979","C2CP - Wp Wnt Signaling Pathway and Pluripotency"
"2980","C2CP - Wp Wntbetacatenin Signaling Pathway in Leukemia"
"2981","C2CP - Wp Zinc Homeostasis"
"2982","C5GO - GOBP 10 Formyltetrahydrofolate Metabolic Process"
"2983","C5GO - GOBP 2 Oxoglutarate Metabolic Process"
"2984","C5GO - GOBP 2fe 2s Cluster Assembly"
"2985","C5GO - GOBP 3 Phosphoadenosine 5 Phosphosulfate Biosynthetic Process"
"2986","C5GO - GOBP 3 Phosphoadenosine 5 Phosphosulfate Metabolic Process"
"2987","C5GO - GOBP 3 Utr Mediated MRNA Destabilization"
"2988","C5GO - GOBP 3 Utr Mediated MRNA Stabilization"
"2989","C5GO - GOBP 5 Phosphoribose 1 Diphosphate Metabolic Process"
"2990","C5GO - GOBP 5s Class RRNA Transcription by RNA Polymerase III"
"2991","C5GO - GOBP Abscission"
"2992","C5GO - GOBP Acetate Ester Transport"
"2993","C5GO - GOBP Acetyl Coa Biosynthetic Process"
"2994","C5GO - GOBP Acetyl Coa Biosynthetic Process from Pyruvate"
"2995","C5GO - GOBP Acetyl Coa Metabolic Process"
"2996","C5GO - GOBP Acetylcholine Metabolic Process"
"2997","C5GO - GOBP Acid Secretion"
"2998","C5GO - GOBP Acidic Amino Acid Transport"
"2999","C5GO - GOBP Acrosomal Vesicle Exocytosis"
"3000","C5GO - GOBP Acrosome Assembly"
"3001","C5GO - GOBP Acrosome Reaction"
"3002","C5GO - GOBP Actin Crosslink Formation"
"3003","C5GO - GOBP Actin Cytoskeleton Reorganization"
"3004","C5GO - GOBP Actin Filament Based Movement"
"3005","C5GO - GOBP Actin Filament Based Process"
"3006","C5GO - GOBP Actin Filament Based Transport"
"3007","C5GO - GOBP Actin Filament Bundle Organization"
"3008","C5GO - GOBP Actin Filament Depolymerization"
"3009","C5GO - GOBP Actin Filament Network Formation"
"3010","C5GO - GOBP Actin Filament Organization"
"3011","C5GO - GOBP Actin Filament Polymerization"
"3012","C5GO - GOBP Actin Filament Reorganization"
"3013","C5GO - GOBP Actin Filament Severing"
"3014","C5GO - GOBP Actin Mediated Cell Contraction"
"3015","C5GO - GOBP Actin Modification"
"3016","C5GO - GOBP Actin Myosin Filament Sliding"
"3017","C5GO - GOBP Actin Nucleation"
"3018","C5GO - GOBP Actin Polymerization Dependent Cell Motility"
"3019","C5GO - GOBP Actin Polymerization or Depolymerization"
"3020","C5GO - GOBP Action Potential"
"3021","C5GO - GOBP Activated T Cell Proliferation"
"3022","C5GO - GOBP Activation Induced Cell Death of T Cells"
"3023","C5GO - GOBP Activation of Adenylate Cyclase Activity"
"3024","C5GO - GOBP Activation of Cysteine Type Endopeptidase Activity"
"3025","C5GO - GOBP Activation of Cysteine Type Endopeptidase Activity Involved in Apoptotic Process"
"3026","C5GO - GOBP Activation of Cysteine Type Endopeptidase Activity Involved in Apoptotic Process by Cytochrome C"
"3027","C5GO - GOBP Activation of Gtpase Activity"
"3028","C5GO - GOBP Activation of Immune Response"
"3029","C5GO - GOBP Activation of Innate Immune Response"
"3030","C5GO - GOBP Activation of Janus Kinase Activity"
"3031","C5GO - GOBP Activation of Meiosis"
"3032","C5GO - GOBP Activation of Nf Kappab Inducing Kinase Activity"
"3033","C5GO - GOBP Activation of Phospholipase C Activity"
"3034","C5GO - GOBP Activation of Phospholipase D Activity"
"3035","C5GO - GOBP Activation of Protein Kinase Activity"
"3036","C5GO - GOBP Activation of Protein Kinase B Activity"
"3037","C5GO - GOBP Activation of Protein Kinase C Activity"
"3038","C5GO - GOBP Activation of Store Operated Calcium Channel Activity"
"3039","C5GO - GOBP Activation of Transmembrane Receptor Protein Tyrosine Kinase Activity"
"3040","C5GO - GOBP Activin Receptor Signaling Pathway"
"3041","C5GO - GOBP Actomyosin Contractile Ring Organization"
"3042","C5GO - GOBP Actomyosin Structure Organization"
"3043","C5GO - GOBP Acute Inflammatory Response"
"3044","C5GO - GOBP Acute Inflammatory Response to Antigenic Stimulus"
"3045","C5GO - GOBP Acute Phase Response"
"3046","C5GO - GOBP Acyl Carnitine Transmembrane Transport"
"3047","C5GO - GOBP Acylglycerol Homeostasis"
"3048","C5GO - GOBP Acylglycerol Transport"
"3049","C5GO - GOBP Adaptation of Signaling Pathway"
"3050","C5GO - GOBP Adaptive Immune Response"
"3051","C5GO - GOBP Adaptive Immune Response Based on Somatic Recombination of Immune Receptors Built from Immunoglobulin Superfamily Domains"
"3052","C5GO - GOBP Adaptive Thermogenesis"
"3053","C5GO - GOBP Adenohypophysis Development"
"3054","C5GO - GOBP Adenosine Metabolic Process"
"3055","C5GO - GOBP Adenosine to Inosine Editing"
"3056","C5GO - GOBP Adenylate Cyclase Activating Adrenergic Receptor Signaling Pathway"
"3057","C5GO - GOBP Adenylate Cyclase Activating Adrenergic Receptor Signaling Pathway Involved in Heart Process"
"3058","C5GO - GOBP Adenylate Cyclase Activating Dopamine Receptor Signaling Pathway"
"3059","C5GO - GOBP Adenylate Cyclase Activating G Protein Coupled Receptor Signaling Pathway"
"3060","C5GO - GOBP Adenylate Cyclase Inhibiting Dopamine Receptor Signaling Pathway"
"3061","C5GO - GOBP Adenylate Cyclase Inhibiting G Protein Coupled Acetylcholine Receptor Signaling Pathway"
"3062","C5GO - GOBP Adenylate Cyclase Inhibiting G Protein Coupled Glutamate Receptor Signaling Pathway"
"3063","C5GO - GOBP Adenylate Cyclase Inhibiting G Protein Coupled Receptor Signaling Pathway"
"3064","C5GO - GOBP Adenylate Cyclase Inhibiting Serotonin Receptor Signaling Pathway"
"3065","C5GO - GOBP Adenylate Cyclase Modulating G Protein Coupled Receptor Signaling Pathway"
"3066","C5GO - GOBP Adherens Junction Assembly"
"3067","C5GO - GOBP Adherens Junction Maintenance"
"3068","C5GO - GOBP Adherens Junction Organization"
"3069","C5GO - GOBP Adhesion of Symbiont to Host"
"3070","C5GO - GOBP Adhesion of Symbiont to Host Cell"
"3071","C5GO - GOBP Adiponectin Activated Signaling Pathway"
"3072","C5GO - GOBP Adipose Tissue Development"
"3073","C5GO - GOBP Adp Biosynthetic Process"
"3074","C5GO - GOBP Adp Metabolic Process"
"3075","C5GO - GOBP Adp Transport"
"3076","C5GO - GOBP Adrenal Gland Development"
"3077","C5GO - GOBP Adrenergic Receptor Signaling Pathway"
"3078","C5GO - GOBP Adrenomedullin Receptor Signaling Pathway"
"3079","C5GO - GOBP Adult Behavior"
"3080","C5GO - GOBP Adult Feeding Behavior"
"3081","C5GO - GOBP Adult Heart Development"
"3082","C5GO - GOBP Adult Locomotory Behavior"
"3083","C5GO - GOBP Aerobic Respiration"
"3084","C5GO - GOBP Aggrephagy"
